marca,modelo,anio,clase,traccion,combustible,transmision,cilindros,cilindrada,mpg_ciudad,mpg_ruta,mpg_combinado,co2_g_milla,barriles_anio,costo_combustible_anio,puntaje_gei,ahorro_5anios
Mazda,3 5-Door 4WD,2025,Midsize Cars,4-Wheel Drive,Regular,Automatic (S6),4.0,2.5,23,31,26,337.0,11.443,2350,5,-750
Toyota,Camry HEV AWD SE/XLE,2025,Midsize Cars,All-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,46,46,46,189.0,6.468,1350,8,4250
Toyota,Camry HEV AWD XSE,2025,Midsize Cars,All-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,44,43,44,199.0,6.762,1400,7,4000
Toyota,Camry HEV FF LE,2025,Midsize Cars,Front-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,53,50,51,173.0,5.834,1200,8,5000
Toyota,Camry HEV FF SE/XLE/XSE,2025,Midsize Cars,Front-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,48,47,47,186.0,6.33,1300,8,4500
Toyota,Camry HEV AWD LE,2025,Midsize Cars,All-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,51,49,50,177.0,5.95,1250,8,4750
Volvo,S90 B6 AWD,2025,Midsize Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,23,31,26,341.0,11.443,2900,5,-3500
Audi,A8 quattro,2025,Large Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,20,26,22,414.0,13.523,3450,5,-6250
Audi,S8,2025,Large Cars,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,15,24,18,502.0,16.528,4200,4,-10000
Genesis,G80 AWD,2025,Large Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.5,20,29,24,377.0,12.396,3150,5,-4750
Genesis,G80 AWD,2025,Large Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.5,16,24,19,474.0,15.658,4000,4,-9000
Genesis,G90 AWD,2025,Large Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.5,18,26,21,426.0,14.167,3600,4,-7000
Genesis,G90 MHEV,2025,Large Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.5,17,24,20,441.0,14.876,3800,4,-8000
Honda,Civic 5Dr,2025,Large Cars,Front-Wheel Drive,Premium,Manual 6-spd,4.0,2.0,22,28,24,364.0,12.396,3150,5,-4750
Hyundai,Sonata AWD,2025,Large Cars,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,25,34,28,316.0,10.625,2200,6,0
Hyundai,Sonata FWD,2025,Large Cars,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,25,36,29,305.0,10.259,2100,6,500
Hyundai,Sonata FWD,2025,Large Cars,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,28,38,32,281.0,9.297,1900,6,1500
Hyundai,Sonata FWD,2025,Large Cars,Front-Wheel Drive,Regular,Automatic (AM-S8),4.0,2.5,23,32,27,333.0,11.019,2300,5,-500
Hyundai,Sonata Hybrid,2025,Large Cars,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,2.0,44,51,47,188.0,6.33,1300,8,4500
Audi,A4 allroad quattro,2025,Small Station Wagons,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,23,30,26,346.0,11.443,2900,5,-3500
Toyota,Crown Signia AWD,2025,Small Station Wagons,All-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,39,37,38,231.0,7.829,1600,7,3000
Volvo,V60CC B5 AWD,2025,Small Station Wagons,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,24,31,27,331.0,11.019,2800,5,-3000
Audi,RS 6 Avant,2025,Midsize Station Wagons,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,14,21,17,538.0,17.501,4450,3,-11250
Audi,A6 Allroad quattro,2025,Midsize Station Wagons,All-Wheel Drive,Premium,Automatic (AM-S7),6.0,3.0,22,30,25,356.0,11.9,3050,5,-4250
Volvo,V90CC B6 AWD,2025,Midsize Station Wagons,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,22,29,25,358.0,11.9,3050,5,-4250
Kia,Carnival Hybrid,2025,Minivan - 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,34,31,33,274.0,9.015,1850,6,1750
Acura,MDX FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S10),6.0,3.5,19,26,22,411.0,13.523,3450,5,-6250
Cadillac,XT4 FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S9),4.0,2.0,24,29,26,343.0,11.443,2900,5,-3500
Cadillac,XT5 FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S9),4.0,2.0,22,29,24,370.0,12.396,3150,5,-4750
Cadillac,XT6 FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S9),4.0,2.0,21,27,23,386.0,12.935,3300,5,-5500
Cadillac,XT5 FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S9),6.0,3.6,19,26,21,418.0,14.167,2950,4,-3750
Cadillac,XT6 FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S9),6.0,3.6,19,26,21,418.0,14.167,2950,4,-3750
Chevrolet,Equinox FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,1.5,26,28,27,332.0,11.019,2300,5,-500
Chevrolet,Blazer FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic 9-spd,4.0,2.0,22,29,25,350.0,11.9,2450,5,-1250
Chevrolet,Blazer FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic 9-spd,6.0,3.6,19,26,22,411.0,13.523,2800,5,-3000
Hyundai,Kona FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,1.6,26,32,28,315.0,10.625,2200,6,0
Kia,Sportage FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,25,32,28,317.0,10.625,2200,6,0
Kia,Niro,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,53,45,49,181.0,6.072,1250,8,4750
Kia,Niro FE,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,53,54,53,167.0,5.613,1150,8,5250
Kia,Sorento FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,23,31,26,339.0,11.443,2350,5,-750
Kia,Sorento FWD,2025,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S8),4.0,2.5,20,29,23,382.0,12.935,2650,5,-2250
Acura,MDX AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S10),6.0,3.5,19,25,21,423.0,14.167,3600,4,-7000
Alfa Romeo,Stelvio AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,4.0,2.0,22,28,24,364.0,12.396,3150,5,-4750
Audi,SQ5,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,19,24,21,427.0,14.167,3600,4,-7000
Audi,SQ5 Sportback,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,19,24,21,427.0,14.167,3600,4,-7000
Audi,Q5 S line quattro,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,23,28,25,358.0,11.9,3050,5,-4250
Audi,Q5 Sportback S line quattro,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,23,28,25,358.0,11.9,3050,5,-4250
Audi,Q5 quattro,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,23,29,26,346.0,11.443,2900,5,-3500
BMW,X3 xDrive30i,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,27,33,29,299.0,10.259,2600,6,-2000
BMW,X3 M50i xDrive,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,3.0,25,30,27,320.0,11.019,2800,5,-3000
BMW,X4 xDrive30i,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,21,27,24,372.0,12.396,3150,5,-4750
BMW,X4 M40i,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,22,26,23,377.0,12.935,3300,5,-5500
BMW,X4 M,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,15,20,17,519.0,17.501,4450,3,-11250
BMW,X4 M Competition,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,15,20,17,519.0,17.501,4450,3,-11250
Buick,Envision AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S9),4.0,2.0,22,28,24,371.0,12.396,2550,5,-1750
Cadillac,XT5 AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S9),4.0,2.0,21,27,23,386.0,12.935,3300,5,-5500
Cadillac,XT6 AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S9),4.0,2.0,21,26,23,386.0,12.935,3300,5,-5500
Cadillac,XT5 AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S9),6.0,3.6,18,26,21,424.0,14.167,2950,4,-3750
Cadillac,XT6 AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S9),6.0,3.6,18,25,20,435.0,14.876,3100,4,-4500
Cadillac,XT4 AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S9),4.0,2.0,23,28,25,357.0,11.9,3050,5,-4250
Chevrolet,Equinox AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,1.5,24,29,26,344.0,11.443,2350,5,-750
Chevrolet,Blazer AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 9-spd,4.0,2.0,22,27,24,368.0,12.396,2550,5,-1750
Chevrolet,Blazer AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 9-spd,6.0,3.6,18,26,21,422.0,14.167,2950,4,-3750
Honda,Passport AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S9),6.0,3.5,19,24,21,416.0,14.167,2950,4,-3750
Hyundai,Kona AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,1.6,24,29,26,339.0,11.443,2350,5,-750
Infiniti,QX55 AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AV-S8),4.0,2.0,22,28,25,366.0,11.9,3050,5,-4250
Jeep,Compass 4WD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,2.0,24,32,27,330.0,11.019,2300,5,-500
Kia,Sportage AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,23,27,25,361.0,11.9,2450,5,-1250
Kia,Sportage Hybrid AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,38,38,38,235.0,7.829,1600,7,3000
Kia,Sportage Hybrid FWD,2025,Small Sport Utility Vehicle 4WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,42,44,43,206.0,6.919,1450,8,3750
Kia,Sorento AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,23,28,25,357.0,11.9,2450,5,-1250
Kia,Sorento AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S8),4.0,2.5,20,27,23,389.0,12.935,2650,5,-2250
Kia,Sportage X-pro,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,23,30,26,344.0,11.443,2350,5,-750
Land Rover,Range Rover Evoque,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S9),4.0,2.0,20,27,22,398.0,13.523,3450,5,-6250
Land Rover,Discovery Sport,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S9),4.0,2.0,19,23,20,437.0,14.876,3800,4,-8000
Maserati,Grecale Modena,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,4.0,2.0,22,28,24,365.0,12.396,3150,5,-4750
Mercedes-Benz,GLE350 4matic,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,19,26,22,410.0,13.523,3450,5,-6250
Volvo,XC40 B5 AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,23,30,26,343.0,11.443,2900,5,-3500
Volvo,XC60 B5 AWD,2025,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,23,30,26,343.0,11.443,2900,5,-3500
Buick,Enclave FWD,2025,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic 8-spd,4.0,2.5,20,27,23,387.0,12.935,2650,5,-2250
Chevrolet,Traverse FWD,2025,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic 8-spd,4.0,2.5,20,27,23,388.0,12.935,2650,5,-2250
GMC,Acadia FWD,2025,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic 8-spd,4.0,2.5,20,27,23,387.0,12.935,2650,5,-2250
Lincoln,Aviator RWD,2025,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic (S10),6.0,3.0,18,25,21,425.0,14.167,2950,4,-3750
Acura,MDX AWD Type-S,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S10),6.0,3.0,17,21,19,474.0,15.658,4000,4,-9000
Audi,SQ8,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,15,21,17,518.0,17.501,4450,3,-11250
Audi,RS Q8 Performance,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,14,20,16,547.0,18.594,4750,3,-12750
Buick,Enclave AWD,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,2.5,19,24,21,422.0,14.167,2950,4,-3750
Chevrolet,Traverse AWD,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,2.5,19,24,21,422.0,14.167,2950,4,-3750
Ford,Explorer AWD,2025,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.0,18,25,20,439.0,14.876,3100,4,-4500
Ford,Explorer AWD,2025,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Regular,Automatic 10-spd,6.0,3.0,18,25,21,428.0,14.167,2950,4,-3750
Ford,Explorer AWD,2025,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Regular,Automatic 10-spd,4.0,2.3,20,27,23,394.0,12.935,2650,5,-2250
Genesis,GV80 MHEV,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.5,18,22,20,455.0,14.876,3800,4,-8000
GMC,Acadia AWD,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,2.5,19,24,21,422.0,14.167,2950,4,-3750
Land Rover,Discovery,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),4.0,2.0,19,24,21,421.0,14.167,3600,4,-7000
Land Rover,Range Rover MHEV,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,23,19,477.0,15.658,4000,4,-9000
Land Rover,Range Rover LWB MHEV,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,22,18,501.0,16.528,4200,4,-10000
Land Rover,Range Rover Sport MHEV,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,23,19,477.0,15.658,4000,4,-9000
Land Rover,Range Rover Sport SVR MHEV,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,22,18,497.0,16.528,4200,4,-10000
Land Rover,Range Rover SV MHEV,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,22,18,501.0,16.528,4200,4,-10000
Land Rover,Range Rover SV LWB MHEV,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,22,18,501.0,16.528,4200,4,-10000
Land Rover,Defender 110,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),4.0,2.0,18,20,19,474.0,15.658,4000,4,-9000
Land Rover,Defender 90,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),4.0,2.0,18,21,19,465.0,15.658,4000,4,-9000
Lincoln,Aviator AWD,2025,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.0,17,25,20,447.0,14.876,3100,4,-4500
Mazda,CX-70 4WD,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.3,23,28,25,358.0,11.9,3050,5,-4250
Mercedes-Benz,AMG GLE63 S 4matic Plus Coupe,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,14,19,16,554.0,18.594,4750,3,-12750
Mercedes-Benz,AMG GLE63 S 4matic Plus,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,14,19,16,554.0,18.594,4750,3,-12750
Mercedes-Benz,AMG GLS63 4matic Plus,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,14,18,15,578.0,19.834,5050,2,-14250
Mercedes-Benz,GLS600 4matic Maybach,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,13,18,15,588.0,19.834,5050,2,-14250
Mercedes-Benz,GLE580 4matic,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,15,20,17,527.0,17.501,4450,3,-11250
Mercedes-Benz,GLS580 4matic,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,14,19,16,548.0,18.594,4750,3,-12750
Mercedes-Benz,GLE450 4matic,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,6.0,3.0,19,25,21,424.0,14.167,3600,4,-7000
Mercedes-Benz,GLE450 4matic (coupe),2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,6.0,3.0,19,25,21,424.0,14.167,3600,4,-7000
Mercedes-Benz,GLS450 4matic,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,6.0,3.0,19,24,21,428.0,14.167,3600,4,-7000
Mercedes-Benz,AMG GLE53 4matic Plus,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,6.0,3.0,18,23,20,439.0,14.876,3800,4,-8000
Mercedes-Benz,AMG GLE53 4matic Plus Coupe,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,6.0,3.0,18,22,20,454.0,14.876,3800,4,-8000
Mercedes-Benz,G550,2025,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic 9-spd,6.0,3.0,17,19,18,490.0,16.528,4200,4,-10000
Volvo,XC90 B6 AWD,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,20,26,23,393.0,12.935,3300,5,-5500
Volvo,XC90 B5 AWD,2025,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,23,30,26,343.0,11.443,2900,5,-3500
Maserati,MC20,2025,Two Seaters,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,15,25,18,474.0,16.528,4200,4,-10000
Maserati,MC20 Spyder,2025,Two Seaters,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,15,25,18,482.0,16.528,4200,4,-10000
Audi,S3,2025,Subcompact Cars,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,23,31,26,344.0,11.443,2900,5,-3500
BMW,230i Coupe,2025,Subcompact Cars,Rear-Wheel Drive,Premium,Automatic (S8),4.0,2.0,26,35,30,296.0,9.917,2550,6,-1750
BMW,230i xDrive Coupe,2025,Subcompact Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,25,33,28,313.0,10.625,2700,6,-2500
BMW,M240i Coupe,2025,Subcompact Cars,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,23,32,26,339.0,11.443,2900,5,-3500
BMW,M240i xDrive Coupe,2025,Subcompact Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,23,32,26,336.0,11.443,2900,5,-3500
BMW,M2 Coupe,2025,Subcompact Cars,Rear-Wheel Drive,Premium,Manual 6-spd,6.0,3.0,16,23,19,473.0,15.658,4000,4,-9000
Mercedes-Benz,CLE300 4matic (Convertible),2025,Subcompact Cars,All-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,23,32,26,340.0,11.443,2900,5,-3500
Mercedes-Benz,CLE300 4matic (Coupe),2025,Subcompact Cars,All-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,24,33,27,323.0,11.019,2800,5,-3000
Mercedes-Benz,CLE450 4matic (Convertible),2025,Subcompact Cars,All-Wheel Drive,Premium,Automatic 9-spd,6.0,3.0,23,32,26,338.0,11.443,2900,5,-3500
Mercedes-Benz,CLE450 4matic (Coupe),2025,Subcompact Cars,All-Wheel Drive,Premium,Automatic 9-spd,6.0,3.0,23,33,26,339.0,11.443,2900,5,-3500
Acura,TLX FWD,2025,Compact Cars,Front-Wheel Drive,Premium,Automatic (S10),4.0,2.0,22,31,25,352.0,11.9,3050,5,-4250
Acura,TLX AWD A-SPEC,2025,Compact Cars,All-Wheel Drive,Premium,Automatic (S10),4.0,2.0,21,29,24,371.0,12.396,3150,5,-4750
Acura,TLX Type-S,2025,Compact Cars,All-Wheel Drive,Premium,Automatic (S10),6.0,3.0,19,25,21,420.0,14.167,3600,4,-7000
BMW,330i Sedan,2025,Compact Cars,Rear-Wheel Drive,Premium,Automatic (S8),4.0,2.0,28,35,31,286.0,9.597,2450,6,-1250
BMW,330i xDrive Sedan,2025,Compact Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,26,34,29,298.0,10.259,2600,6,-2000
BMW,M340i Sedan,2025,Compact Cars,Rear-Wheel Drive,Premium,Automatic (S8),4.0,3.0,27,33,29,299.0,10.259,2600,6,-2000
BMW,M340i xDrive Sedan,2025,Compact Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,3.0,26,33,29,304.0,10.259,2600,6,-2000
BMW,430i Gran Coupe,2025,Compact Cars,Rear-Wheel Drive,Premium,Automatic (S8),4.0,2.0,27,35,30,290.0,9.917,2550,6,-1750
BMW,430i xDrive Gran Coupe,2025,Compact Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,25,34,29,305.0,10.259,2600,6,-2000
BMW,M440i Gran Coupe,2025,Compact Cars,Rear-Wheel Drive,Premium,Automatic (S8),4.0,3.0,26,32,28,312.0,10.625,2700,6,-2500
BMW,M440i xDrive Gran Coupe,2025,Compact Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,3.0,25,31,27,320.0,11.019,2800,5,-3000
Mercedes-Benz,AMG C43 4matic,2025,Compact Cars,All-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,19,27,22,405.0,13.523,3450,5,-6250
Volkswagen,Jetta,2025,Compact Cars,Front-Wheel Drive,Regular,Automatic (S8),4.0,1.5,29,39,33,271.0,9.015,1850,6,1750
Audi,S6,2025,Midsize Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,2.9,19,27,22,408.0,13.523,3450,5,-6250
Audi,S7,2025,Midsize Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,2.9,19,27,22,408.0,13.523,3450,5,-6250
BMW,530i Sedan,2025,Midsize Cars,Rear-Wheel Drive,Premium,Automatic (S8),4.0,2.0,28,35,31,285.0,9.597,2450,6,-1250
BMW,530i xDrive Sedan,2025,Midsize Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,27,35,30,292.0,9.917,2550,6,-1750
BMW,540i xDrive Sedan,2025,Midsize Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,26,33,28,307.0,10.625,2700,6,-2500
Honda,Civic 4Dr,2025,Midsize Cars,Front-Wheel Drive,Premium,Manual 6-spd,4.0,1.5,27,37,31,285.0,9.597,2450,6,-1250
Kia,K4,2025,Midsize Cars,Front-Wheel Drive,Regular,Automatic (AV-S1),4.0,2.0,29,39,33,273.0,9.015,1850,6,1750
Kia,K4,2025,Midsize Cars,Front-Wheel Drive,Regular,Automatic (AV-S1),4.0,2.0,30,40,34,264.0,8.75,1800,7,2000
Lexus,ES 350,2025,Midsize Cars,Front-Wheel Drive,Regular,Automatic (S8),6.0,3.5,22,32,25,347.0,11.9,2450,5,-1250
Lexus,ES 350 F Sport,2025,Midsize Cars,Front-Wheel Drive,Regular,Automatic (S8),6.0,3.5,22,31,25,352.0,11.9,2450,5,-1250
Lexus,ES 250 AWD,2025,Midsize Cars,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,24,33,28,320.0,10.625,2200,6,0
Lexus,ES 300h,2025,Midsize Cars,Front-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,43,44,44,200.0,6.762,1400,7,4000
Mercedes-Benz,E450 4matic,2025,Midsize Cars,All-Wheel Drive,Premium,Automatic 9-spd,6.0,3.0,22,31,25,355.0,11.9,3050,5,-4250
Nissan,Altima,2025,Midsize Cars,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.5,27,38,31,281.0,9.597,2000,6,1000
Nissan,Altima AWD,2025,Midsize Cars,All-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.5,25,34,28,317.0,10.625,2200,6,0
Nissan,Altima SL/SR,2025,Midsize Cars,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.5,27,36,30,287.0,9.917,2050,6,750
Acura,Integra,2025,Large Cars,Front-Wheel Drive,Premium,Manual 6-spd,4.0,2.0,21,28,24,371.0,12.396,3150,5,-4750
BMW,740i Sedan,2025,Large Cars,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,25,31,28,317.0,10.625,2700,6,-2500
BMW,740i xDrive Sedan,2025,Large Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,24,31,27,326.0,11.019,2800,5,-3000
